car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,on line price ,demand
3,2,3800,6,5,0.64,11500,1,0,2,1,10,5500,0.1053,37.854,24.32
3,2,3003,12,9,0.12,7950,0,1,1,1,10,5500,0.06,30,3.6036
3,2,698,15,21,0.1,6600,0,1,2,1,20,5500,0.1104,98.14,0.698
4,1,2632,6,12,0.263157895,13700,1,0,1,1,10,8200,0.1297,20,6.926315789
1,2,1800,13,22,0.166666667,8300,1,0,2,1,40,5500,0.1233,30,3
3,2,5937,7,21,0.08,11050,0,1,2,1,20,5500,0.1104,98.14,4.7496
1,2,2213,6,10,0.517241379,15500,1,1,3,1,10,5500,0.2342,60,11.44655172
4,1,5457,8,36,0.026315789,11900,1,1,3,2,250,8200,0.1,3281,1.436052632
1,2,1800,13,6,0.645833333,8300,1,1,1,1,10,5500,0.1249,15,11.625
3,2,3003,12,21,0.1,7950,1,0,2,1,20,5500,0.1104,70,3.003
1,2,350,2,36,0.172413793,23100,1,0,2,1,120,5500,0.1,1752.5,0.603448276
1,2,747,3,3,0.086206897,19300,1,1,3,1,40,5500,0.0563,40,0.643965517
4,1,5457,8,18,0.526315789,11900,1,0,1,1,15,8200,0.1417,110,28.72105263
1,2,1924,12,17,0.1719,8700,0,1,2,1,10,5500,0.1275,45,3.307356
3,2,457,2,34,0.11,17400,1,1,3,2,60,5500,0.1934,1808,0.5027
1,2,2213,6,4,0.1724,15500,1,0,1,1,10,5500,0.1244,21.03,3.815212
4,1,874,2,27,0.065789474,20000,1,0,1,1,35,8200,0.4333,200,0.575
1,2,2031,10,5,0.1719,10700,1,1,1,1,10,5500,0.1053,39,3.491289
4,1,2632,6,17,0.263157895,13700,1,0,1,1,10,8200,0.1275,30,6.926315789
2,3,2757,5,4,0.1724,16000,1,1,2,1,10,9100,0.1244,56.08,4.753068
2,3,107371,3,32,0.7168,17000,1,0,2,1,20,9100,0.0525,100,769.635328
1,2,350,2,4,0.1724,23100,1,1,1,1,10,5500,0.1244,56.08,0.6034
2,3,1604,9,11,0.6272,12400,0,1,2,1,15,9100,0.0552,17,10.060288
3,2,1562,4,18,0.7,14800,1,0,1,1,25,5500,0.1417,110,10.934
1,2,747,3,20,0.344827586,19300,1,1,3,1,15,5500,0.1143,193.00633,2.575862069
1,2,2315,9,9,0.3439,12000,1,0,2,1,10,5500,0.06,55,7.961285
2,3,7212,6,34,0.0277,15500,1,1,3,1,35,9100,0.1934,4823,1.997724
1,2,350,2,24,0.0862,23100,1,1,1,1,10,5500,0.1275,233.433,0.3017
3,2,273,14,23,0.08,7050,1,1,3,2,40,5500,0.07,328,0.2184
3,2,9315,10,16,0.08,9700,1,1,3,2,30,5500,0.0912,50,7.452
1,2,2315,9,35,0.2579,12000,1,1,1,1,40,5500,0.0618,3180,5.970385
1,2,2213,6,9,0.25862069,15500,1,0,2,1,10,5500,0.06,53.276,5.723275862
3,2,9315,10,21,0.08,9700,0,1,1,1,20,5500,0.1104,98.14,7.452
2,3,1368,8,24,0.0896,12500,1,0,1,1,20,9100,0.1275,140.2,1.225728
1,2,1951,7,5,0.1724,14300,1,1,2,1,10,5500,0.1053,37.854,3.363524
1,2,792,1,11,0.166666667,25200,1,1,2,1,15,5500,0.0552,68.698,1.32
3,2,814,13,13,0.4,7500,1,1,2,1,10,5500,0.0951,39.957,3.256
4,1,2720,7,3,0.263157895,12000,1,1,3,1,40,8200,0.0563,20,7.157894737
3,2,9315,10,14,0.7,9700,0,1,1,1,15,5500,0.1249,42.06,65.205
1,2,350,2,27,0.4299,23100,1,1,3,1,10,5500,0.4333,395,1.50465
2,3,107371,3,15,0.166666667,17000,1,0,2,1,50,9100,0.1135,30,178.9516667
4,1,874,2,18,0.526315789,20000,1,1,3,1,20,8200,0.1417,235,4.6
2,3,2009,10,25,0.0277,11900,1,1,3,2,20,9100,0.0342,198,0.556493
2,3,107371,3,7,0.0831,17000,1,1,3,1,10,9100,0.0511,59,89.225301
1,2,2031,10,20,0.7738,10700,1,1,3,1,15,5500,0.1143,267,15.715878
2,3,7212,6,30,0.172413793,15500,1,1,3,2,30,9100,0.0743,220,12.43448276
3,2,9315,10,9,0.17,9700,1,0,2,1,10,5500,0.06,30,15.8355
1,2,2213,6,33,0.172413793,15500,1,0,2,1,40,5500,0.0554,490.7,3.815517241
3,2,1523,3,19,0.11,15300,1,0,1,1,20,5500,0.1417,100,1.6753
3,2,3995,5,34,0.11,13000,1,1,3,1,35,5500,0.1934,1706,4.3945
3,2,1562,4,11,0.02,14800,1,1,3,2,50,5500,0.0552,160,0.3124
2,3,686,1,25,0.0277,19500,1,1,3,2,20,9100,0.0342,150,0.190022
2,3,686,1,12,0.0896,19500,0,1,1,1,15,9100,0.1297,40,0.614656
3,2,5937,7,27,0.13,11050,1,1,3,2,50,5500,0.4333,395,7.7181
3,2,3995,5,13,0.07,13000,1,1,3,1,10,5500,0.0951,39.957,2.7965
1,2,1924,12,11,0.4299,8700,0,1,2,1,15,5500,0.0552,42.06,8.271276
2,3,2009,10,25,0.0277,11900,1,0,1,1,10,9100,0.0342,100,0.556493
1,2,2213,6,25,0.1719,15500,1,0,2,1,10,5500,0.0342,100,3.804147
1,2,792,1,33,0.172413793,25200,1,1,3,1,40,5500,0.0554,1082.344,1.365517241
4,1,1841,4,27,0.065789474,15000,1,1,3,1,30,8200,0.4333,417,1.211184211
2,3,5772,7,13,0.0831,14000,1,0,1,1,10,9100,0.0951,70,4.796532
2,3,5772,7,2,1.568530702,14000,0,1,2,1,3,9100,0.03,7,90.53559211
2,3,1604,9,34,0.3584,12400,1,1,3,2,60,9100,0.1934,4823,5.748736
4,1,1055,3,10,0.526315789,15700,1,1,3,2,20,8200,0.2342,60,5.552631579
1,2,792,1,20,0.344827586,25200,1,1,3,1,15,5500,0.1143,89.728,2.731034483
2,3,107371,3,19,0.0554,17000,1,1,3,2,20,9100,0.1417,130,59.483534
1,2,747,3,8,0.086206897,19300,1,1,1,1,10,5500,0.0924,37.153,0.643965517
1,2,2031,10,8,0.1719,10700,1,1,1,1,10,5500,0.0924,37.153,3.491289
2,3,3221,2,32,0.7168,17500,1,1,3,1,20,9100,0.0525,254,23.088128
2,3,2757,5,30,0.172413793,16000,1,1,3,1,15,9100,0.0743,220,4.753448276
1,2,2213,6,26,0.25862069,15500,1,1,3,2,40,5500,0.0662,207.496,5.723275862
2,3,7212,6,20,0.344827586,15500,1,1,3,2,30,9100,0.1143,182,24.86896552
1,2,1516,5,10,0.517241379,16800,0,1,1,1,10,5500,0.2342,40,7.84137931
2,3,3221,2,14,0.1108,17500,1,1,2,1,15,9100,0.1249,89.027,3.568868
3,2,9315,10,18,0.8,9700,1,1,3,1,15,5500,0.1417,90,74.52
3,2,698,15,23,0.08,6600,1,0,1,1,15,5500,0.07,100,0.5584
4,1,2392,5,33,0.789473684,13800,1,1,3,1,30,8200,0.0554,869,18.88421053
2,3,5772,7,25,0.0277,14000,1,0,1,1,10,9100,0.0342,100,1.598844
2,3,3221,2,17,0.0831,17500,1,1,1,1,10,9100,0.1275,103.748,2.676651
1,2,2213,6,24,0.0862,15500,1,1,3,2,20,5500,0.1275,99.542,1.907606
1,2,4414,8,4,0.1719,12500,0,1,1,1,10,5500,0.1244,24.535,7.587666
1,2,5071,11,11,0.4299,9300,1,1,2,1,15,5500,0.0552,90,21.800229
2,3,2009,10,13,0.0896,11900,1,1,3,1,10,9100,0.0951,122,1.800064
2,3,7212,6,28,0.25862069,15500,1,1,3,1,40,9100,0.107,1124,18.65172414
3,2,1523,3,36,0.001,15300,1,1,3,2,240,5500,0.1,6120,0.01523
4,1,146,1,36,0.026315789,20500,1,1,3,1,150,8200,0.1,2349,0.038421053
2,3,7212,6,29,0.0277,15500,1,0,1,1,50,9100,0.1151,150,1.997724
3,2,3995,5,20,0.28,13000,1,1,3,1,25,5500,0.1143,184,11.186
1,2,1516,5,14,0.344827586,16800,1,1,3,2,30,5500,0.1249,89.027,5.227586207
1,2,2213,6,2,1.874117232,15500,0,1,2,1,3,5500,0.03,7,41.47421434
2,3,2009,10,24,0.0896,11900,1,1,3,1,20,9100,0.1275,233.433,1.800064
4,1,5457,8,7,0.197368421,11900,1,1,3,2,15,8200,0.0511,104,10.77039474
4,1,146,1,31,0.0896,20500,1,1,3,1,40,8200,0.0996,263,0.130816
2,3,1604,9,36,0.3584,12400,1,0,1,1,150,9100,0.1,1752.5,5.748736
2,3,2098,4,13,0.0831,16000,1,1,3,2,20,9100,0.0951,435,1.743438
4,1,1841,4,26,0.0896,15000,1,0,2,1,30,8200,0.0662,100,1.649536
3,2,5864,8,25,0.1719,10450,1,1,3,1,10,5500,0.0342,250,10.080216
2,3,2009,10,24,0.0896,11900,1,1,3,2,40,9100,0.1275,233.433,1.800064
2,3,7212,6,26,0.0896,15500,1,1,3,2,40,9100,0.0662,462,6.461952
3,2,3800,6,30,0.01,11500,1,1,3,1,15,5500,0.0743,204,0.38
3,2,3571,11,5,0.8,8500,1,0,1,1,10,5500,0.1053,37.854,28.568
1,2,1800,13,34,0.6878,8300,1,0,1,1,40,5500,0.1934,900,12.3804
2,3,7212,6,21,0.0831,15500,1,0,2,1,20,9100,0.1104,35,5.993172
1,2,550,4,9,0.25862069,17400,1,1,2,1,10,5500,0.06,53.276,1.422413793
2,3,2009,10,6,1.064429012,11900,1,1,1,1,10,9100,0.1249,24,21.38437886
4,1,2392,5,17,0.263157895,13800,1,0,1,1,10,8200,0.1275,30,6.294736842
3,2,3003,12,29,0.001,7950,1,1,3,1,35,5500,0.1151,35,0.03003
3,2,4549,9,14,0.7,9900,1,1,3,1,50,5500,0.1249,73,31.843
1,2,5071,11,11,0.4299,9300,1,1,3,2,30,5500,0.0552,90,21.800229
4,1,1841,4,32,0.263157895,15000,1,1,3,1,20,8200,0.0525,776,4.844736842
1,2,550,4,20,0.344827586,17400,1,0,2,1,15,5500,0.1143,70.1,1.896551724
3,2,1523,3,30,0.01,15300,1,1,3,2,30,5500,0.0743,204,0.1523
3,2,5937,7,6,0.47,11050,0,1,2,1,10,5500,0.1249,14.02,27.9039
2,3,1368,8,32,0.7168,12500,1,1,3,2,30,9100,0.0525,218,9.805824
3,2,5937,7,33,0.1,11050,1,1,3,1,60,5500,0.0554,1380,5.937
4,1,1289,9,10,0.526315789,11500,1,1,3,1,10,8200,0.2342,60,6.784210526
3,2,3995,5,26,0.13,13000,1,0,1,1,20,5500,0.0662,115,5.1935
1,2,550,4,11,0.25862069,17400,1,1,3,1,15,5500,0.0552,68.698,1.422413793
3,2,273,14,25,0.1719,7050,1,0,2,1,10,5500,0.0342,100,0.469287
3,2,1523,3,35,0.13,15300,1,1,3,1,20,5500,0.0618,3500,1.9799
1,2,4414,8,33,0.5159,12500,1,0,1,1,40,5500,0.0554,390,22.771826
3,2,457,2,29,0.001,17400,1,1,1,1,40,5500,0.1151,71,0.00457
1,2,2213,6,35,0.2579,15500,1,1,3,2,60,5500,0.0618,3370.408,5.707327
1,2,1951,7,15,0.166666667,14300,1,1,3,2,150,5500,0.1135,97.439,3.251666667
4,1,2720,7,7,0.197368421,12000,1,0,1,1,10,8200,0.0511,20,5.368421053
3,2,3003,12,28,0.8,7950,1,0,2,1,40,5500,0.107,100,24.024
1,2,4414,8,27,0.4299,12500,1,1,3,1,10,5500,0.4333,413,18.975786
1,2,1800,13,32,0.001,8300,1,1,3,1,20,5500,0.0525,777,0.018
3,2,457,2,3,0.3,17400,1,1,3,2,10,5500,0.0563,57,1.371
1,2,550,4,17,0.1724,17400,1,1,2,1,10,5500,0.1275,100.243,0.9482
1,2,747,3,32,0.001,19300,1,0,2,1,20,5500,0.0525,105.15,0.00747
3,2,1562,4,18,0.7,14800,1,1,3,1,15,5500,0.1417,120,10.934
4,1,2632,6,12,0.263157895,13700,1,1,3,2,35,8200,0.1297,49,6.926315789
2,3,1604,9,28,0.25862069,12400,1,0,1,1,40,9100,0.107,300,4.148275862
1,2,550,4,13,0.0859,17400,1,0,2,1,10,5500,0.0951,21.03,0.47245
3,2,26,1,9,0.7,18400,0,1,1,1,10,5500,0.06,35.05,0.182
2,3,7212,6,31,0.0896,15500,1,0,1,1,30,9100,0.0996,178.054,6.461952
3,2,698,15,33,0.1,6600,1,1,3,1,60,5500,0.0554,1380,0.698
3,2,273,14,16,0.2,7050,1,1,3,1,10,5500,0.0912,45,0.546
2,3,1604,9,20,0.344827586,12400,1,1,3,2,30,9100,0.1143,48,5.531034483
4,1,2632,6,18,0.526315789,13700,1,0,1,1,15,8200,0.1417,110,13.85263158
1,2,550,4,10,0.517241379,17400,1,1,3,1,10,5500,0.2342,60,2.844827586
3,2,698,15,21,0.1,6600,0,1,1,1,20,5500,0.1104,98.14,0.698
1,2,747,3,25,0.1719,19300,1,0,2,1,10,5500,0.0342,100,1.284093
3,2,457,2,13,0.07,17400,1,0,2,1,10,5500,0.0951,21.03,0.3199
1,2,350,2,20,0.344827586,23100,1,0,1,1,15,5500,0.1143,63.09,1.206896552
3,2,1523,3,9,0.7,15300,1,0,1,1,10,5500,0.06,40,10.661
1,2,1800,13,36,0.4299,8300,1,1,3,2,250,5500,0.1,6776,7.7382
1,2,747,3,11,0.25862069,19300,1,1,2,1,15,5500,0.0552,68.698,1.931896552
3,2,273,14,13,0.4,7050,1,1,3,2,20,5500,0.0951,39.957,1.092
3,2,9315,10,4,0.1,9700,1,1,1,1,10,5500,0.12,42.06,9.315
2,3,2098,4,28,0.25862069,16000,1,1,1,1,40,9100,0.107,1124,5.425862069
4,1,2392,5,17,0.263157895,13800,1,1,3,2,35,8200,0.1275,109,6.294736842
3,2,1562,4,36,0.001,14800,1,0,1,1,100,5500,0.1,2000,0.01562
3,2,1523,3,12,0.7,15300,1,1,3,2,30,5500,0.1297,70,10.661
4,1,2720,7,4,0.263157895,12000,1,0,1,1,10,8200,0.1244,10,7.157894737
4,1,874,2,33,0.789473684,20000,1,1,3,1,30,8200,0.0554,1853,6.9
1,2,2315,9,3,0.0859,12000,1,0,2,1,40,5500,0.0563,20,1.988585
4,1,1289,9,14,0.263157895,11500,1,1,3,2,30,8200,0.1249,43,3.392105263
3,2,273,14,6,0.8,7050,1,1,1,1,10,5500,0.1249,15,2.184
2,3,686,1,21,0.0831,19500,1,1,3,1,20,9100,0.1104,35,0.570066
1,2,1924,12,9,0.3439,8700,1,1,3,2,20,5500,0.06,55,6.616636
1,2,2213,6,4,0.1724,15500,0,1,2,1,10,5500,0.1244,24.535,3.815212
2,3,107371,3,12,0.0896,17000,1,1,3,2,30,9100,0.1297,71,96.204416
3,2,5864,8,21,0.08,10450,1,0,2,1,25,5500,0.1104,150,4.6912
2,3,1604,9,17,0.0831,12400,1,0,1,1,10,9100,0.1275,56.08,1.332924
1,2,1924,12,13,0.0859,8700,0,1,2,1,10,5500,0.0951,35.05,1.652716
3,2,457,2,26,0.13,17400,1,1,3,2,40,5500,0.0662,207.496,0.5941
1,2,747,3,26,0.25862069,19300,1,0,1,1,20,5500,0.0662,105.15,1.931896552
2,3,686,1,28,0.25862069,19500,1,0,1,1,40,9100,0.107,300,1.774137931
1,2,5071,11,4,0.1719,9300,1,0,1,1,10,5500,0.1244,21.03,8.717049
2,3,1368,8,19,0.0896,12500,1,1,3,2,20,9100,0.1417,130,1.225728
3,2,698,15,14,0.8,6600,1,0,2,1,15,5500,0.1249,33,5.584
1,2,2213,6,11,0.25862069,15500,0,1,2,1,15,5500,0.0552,42.06,5.723275862
1,2,350,2,1,4.310344828,23100,0,1,1,1,0,5500,0.0229,2,15.0862069
1,2,792,1,35,0.166666667,25200,1,1,3,2,60,5500,0.0618,3370.408,1.32
1,2,1924,12,21,0.5159,8700,1,0,1,1,20,5500,0.1104,70,9.925916
2,3,1604,9,9,0.1792,12400,1,0,2,1,10,9100,0.06,30,2.874368
1,2,5071,11,29,0.0859,9300,1,1,3,1,50,5500,0.1151,44.163,4.355989
2,3,5772,7,5,0.0554,14000,1,0,2,1,10,9100,0.1053,30,3.197688
1,2,1800,13,32,0.001,8300,1,1,3,2,30,5500,0.0525,777,0.018
1,2,1800,13,16,0.0859,8300,1,1,3,1,10,5500,0.0912,180.157,1.5462
4,1,2720,7,31,0.0896,12000,1,1,3,2,60,8200,0.0996,233,2.43712
1,2,1800,13,29,0.0859,8300,1,1,3,2,70,5500,0.1151,44.163,1.5462
3,2,9315,10,11,0.02,9700,1,0,1,1,20,5500,0.0552,50,1.863
3,2,3003,12,25,0.1719,7950,1,0,2,1,10,5500,0.0342,100,5.162157
2,3,2757,5,24,0.0277,16000,1,1,2,1,20,9100,0.1275,233.433,0.763689
3,2,3571,11,4,0.4,8500,0,1,1,1,10,5500,0.12,24.535,14.284
2,3,7212,6,28,0.25862069,15500,1,1,3,2,150,9100,0.107,1124,18.65172414
3,2,3995,5,31,0.07,13000,1,1,3,1,50,5500,0.0996,580,2.7965
3,2,3571,11,30,0.01,8500,1,0,1,1,15,5500,0.0743,100,0.3571
4,1,2720,7,7,0.197368421,12000,1,0,2,1,10,8200,0.0511,20,5.368421053
1,2,350,2,10,0.166666667,23100,0,1,1,1,10,5500,0.2342,40,0.583333333
4,1,1841,4,3,0.263157895,15000,1,0,1,1,40,8200,0.0563,10,4.844736842
3,2,9315,10,35,0.13,9700,1,0,1,1,20,5500,0.0618,600,12.1095
3,2,1562,4,14,0.7,14800,1,0,2,1,20,5500,0.1249,40,10.934
3,2,5937,7,21,0.08,11050,1,1,3,2,50,5500,0.1104,266,4.7496
3,2,9315,10,21,0.08,9700,1,0,1,1,25,5500,0.1104,150,7.452
3,2,4549,9,25,0.1719,9900,1,1,3,1,10,5500,0.0342,250,7.819731
2,3,107371,3,9,0.0831,17000,0,1,2,1,10,9100,0.06,40,89.225301
2,3,686,1,15,0.166666667,19500,1,1,3,1,50,9100,0.1135,35,1.143333333
1,2,2031,10,31,0.1719,10700,0,1,2,1,30,5500,0.0996,70.1,3.491289
3,2,1523,3,14,0.7,15300,1,0,2,1,20,5500,0.1249,40,10.661
1,2,1924,12,17,0.1719,8700,0,1,1,1,10,5500,0.1275,45,3.307356
1,2,1516,5,11,0.25862069,16800,1,1,1,1,15,5500,0.0552,68.698,3.920689655
3,2,9315,10,11,0.02,9700,1,0,2,1,20,5500,0.0552,50,1.863
4,1,1289,9,26,0.0896,11500,1,0,2,1,30,8200,0.0662,20,1.154944
4,1,1289,9,4,0.263157895,11500,1,1,3,2,20,8200,0.1244,28,3.392105263
3,2,1562,4,20,0.28,14800,1,0,1,1,25,5500,0.1143,70,4.3736
1,2,5071,11,10,0.2579,9300,1,1,3,2,20,5500,0.2342,60,13.078109
1,2,1516,5,35,0.2579,16800,1,0,2,1,40,5500,0.0618,466.165,3.909764
3,2,273,14,6,0.8,7050,1,1,3,1,10,5500,0.1249,15,2.184
2,3,107371,3,29,0.0277,17000,1,0,1,1,50,9100,0.1151,150,29.741767
3,2,273,14,23,0.08,7050,1,0,2,1,15,5500,0.07,100,0.2184
4,1,1289,9,34,0.263157895,11500,1,1,3,1,30,8200,0.1934,3020,3.392105263
4,1,2632,6,16,0.328947368,13700,1,0,2,1,20,8200,0.0912,20,8.657894737
2,3,2098,4,26,0.0896,16000,1,1,3,2,40,9100,0.0662,462,1.879808
3,2,9315,10,36,0.001,9700,1,0,1,1,100,5500,0.1,2000,0.09315
3,2,698,15,15,0.01,6600,1,0,2,1,100,5500,0.1135,80,0.0698
2,3,5772,7,3,0.2688,14000,1,1,3,1,40,9100,0.0563,60,15.515136
2,3,1368,8,23,0.3584,12500,1,1,3,2,30,9100,0.07,290,4.902912
3,2,457,2,33,0.7,17400,1,0,1,1,40,5500,0.0554,600,3.199
3,2,3571,11,26,0.2,8500,1,1,3,1,20,5500,0.0662,230,7.142
2,3,107371,3,16,0.0554,17000,1,0,2,1,10,9100,0.0912,60,59.483534
3,2,814,13,33,0.1,7500,1,1,3,2,60,5500,0.0554,1380,0.814
3,2,4549,9,18,0.8,9900,1,0,2,1,20,5500,0.1417,50,36.392
3,2,5937,7,4,0.1,11050,1,0,1,1,10,5500,0.12,21.03,5.937
3,2,1562,4,12,0.7,14800,1,1,3,2,30,5500,0.1297,70,10.934
1,2,2031,10,3,0.0859,10700,1,1,3,1,40,5500,0.0563,40,1.744629
2,3,2757,5,10,0.1939,16000,1,1,3,2,20,9100,0.2342,60,5.345823
2,3,1604,9,35,0.0896,12400,1,1,3,2,60,9100,0.0618,3370.408,1.437184
1,2,4414,8,23,0.0859,12500,1,1,3,1,15,5500,0.07,300,3.791626
1,2,2031,10,16,0.0859,10700,1,0,1,1,10,5500,0.0912,60,1.744629
3,2,5937,7,9,0.17,11050,0,1,2,1,10,5500,0.06,35.05,10.0929
1,2,1800,13,11,0.4299,8300,1,0,1,1,15,5500,0.0552,40,7.7382
2,3,1604,9,19,0.0896,12400,1,0,2,1,10,9100,0.1417,50,1.437184
4,1,874,2,28,0.328947368,20000,1,0,2,1,40,8200,0.107,80,2.875
1,2,2315,9,17,0.1719,12000,1,1,3,2,20,5500,0.1275,110,3.979485
4,1,2720,7,11,0.197368421,12000,1,0,2,1,15,8200,0.0552,50,5.368421053
2,3,7212,6,5,0.0554,15500,1,0,2,1,10,9100,0.1053,30,3.995448
3,2,4549,9,15,0.01,9900,1,0,2,1,100,5500,0.1135,80,0.4549
1,2,1924,12,11,0.4299,8700,1,1,3,1,15,5500,0.0552,90,8.271276
3,2,9315,10,13,0.07,9700,0,1,1,1,10,5500,0.0951,35.05,6.5205
3,2,5864,8,12,0.1,10450,1,0,1,1,10,5500,0.1297,30,5.864
1,2,2031,10,30,0.172413793,10700,1,1,3,2,30,5500,0.0743,220,3.501724138
2,3,2009,10,23,0.3584,11900,1,0,1,1,15,9100,0.07,150,7.200256
3,2,1562,4,14,0.7,14800,1,1,3,2,50,5500,0.1249,91.23,10.934
2,3,3221,2,21,0.0831,17500,1,0,1,1,20,9100,0.1104,35,2.676651
3,2,3800,6,18,0.8,11500,1,1,3,2,40,5500,0.1417,90,30.4
1,2,2213,6,11,0.25862069,15500,1,1,3,2,30,5500,0.0552,68.698,5.723275862
3,2,4549,9,6,0.47,9900,1,1,2,1,10,5500,0.1249,50.472,21.3803
2,3,7212,6,36,0.0277,15500,1,0,1,1,150,9100,0.1,1752.5,1.997724
1,2,792,1,31,0.25862069,25200,1,1,3,1,30,5500,0.0996,175.951,2.048275862
3,2,3003,12,14,0.8,7950,1,1,3,2,50,5500,0.1249,66,24.024
3,2,5937,7,30,0.01,11050,1,0,1,1,15,5500,0.0743,100,0.5937
2,3,1604,9,9,0.1792,12400,1,0,1,1,10,9100,0.06,30,2.874368
2,3,2009,10,4,0.1724,11900,1,1,3,2,20,9100,0.1244,56.08,3.463516
4,1,2632,6,25,0.0277,13700,1,1,3,1,5,8200,0.0342,350,0.729064
4,1,1289,9,7,0.197368421,11500,1,1,3,1,10,8200,0.0511,104,2.544078947
2,3,7212,6,5,0.0554,15500,1,1,1,1,10,9100,0.1053,50,3.995448
1,2,1924,12,9,0.3439,8700,1,1,3,1,10,5500,0.06,55,6.616636
3,2,3995,5,12,0.1,13000,1,0,1,1,10,5500,0.1297,30,3.995
3,2,457,2,21,0.08,17400,1,1,3,2,50,5500,0.1104,240,0.3656
2,3,3221,2,1,0.3047,17500,1,1,3,2,1,9100,0.0229,19,9.814387
2,3,2757,5,5,0.0554,16000,1,0,1,1,10,9100,0.1053,30,1.527378
1,2,792,1,14,0.333333333,25200,1,1,2,1,15,5500,0.1249,89.027,2.64
4,1,146,1,14,0.263157895,20500,1,0,2,1,15,8200,0.1249,40,0.384210526
2,3,107371,3,4,0.1724,17000,1,0,2,1,10,9100,0.1244,21.03,185.107604
4,1,146,1,17,0.263157895,20500,1,1,3,1,10,8200,0.1275,86,0.384210526
1,2,1924,12,24,0.0862,8700,1,1,3,1,10,5500,0.1275,99.542,1.658488
4,1,1841,4,5,0.131578947,15000,1,0,2,1,10,8200,0.1053,30,2.422368421
2,3,5772,7,36,0.0277,14000,1,0,1,1,150,9100,0.1,1752.5,1.598844
2,3,5772,7,18,0.0831,14000,1,1,3,2,20,9100,0.1417,130,4.796532
3,2,1523,3,32,0.05,15300,1,0,1,1,25,5500,0.0525,200,0.7615
1,2,2315,9,17,0.1719,12000,1,1,2,1,10,5500,0.1275,110,3.979485
4,1,5457,8,27,0.065789474,11900,1,1,3,1,30,8200,0.4333,414,3.590131579
3,2,3003,12,20,0.6,7950,1,0,1,1,20,5500,0.1143,30,18.018
2,3,3221,2,35,0.0554,17500,1,1,1,1,40,9100,0.0618,3370.408,1.784434
3,2,3800,6,34,0.11,11500,1,1,3,2,60,5500,0.1934,1706,4.18
1,2,4414,8,3,0.0859,12500,1,0,2,1,40,5500,0.0563,20,3.791626
1,2,2213,6,12,0.43,15500,0,1,1,1,15,5500,0.1297,30,9.5159
1,2,747,3,21,0.431034483,19300,1,1,3,1,20,5500,0.1104,182.26,3.219827586
2,3,1604,9,31,0.0896,12400,1,1,2,1,30,9100,0.0996,175.951,1.437184
3,2,5937,7,26,0.13,11050,1,0,1,1,20,5500,0.0662,115,7.7181
3,2,26,1,35,0.13,18400,1,1,3,2,50,5500,0.0618,3500,0.0338
3,2,1562,4,13,0.07,14800,1,1,2,1,10,5500,0.0951,39.957,1.0934
3,2,4549,9,6,0.47,9900,0,1,1,1,10,5500,0.1249,14.02,21.3803
2,3,2098,4,29,0.0277,16000,1,0,2,1,50,9100,0.1151,150,0.581146
3,2,3003,12,32,0.4,7950,1,0,1,1,20,5500,0.0525,200,12.012
2,3,107371,3,9,0.0831,17000,1,1,3,2,20,9100,0.06,60,89.225301
1,2,350,2,35,0.166666667,23100,1,1,3,2,60,5500,0.0618,3370.408,0.583333333
1,2,1924,12,31,0.1719,8700,1,1,2,1,30,5500,0.0996,171.044,3.307356
1,2,1924,12,7,0.166666667,8700,1,1,2,1,10,5500,0.0511,63,3.206666667
2,3,1368,8,11,0.6272,12500,1,1,3,1,15,9100,0.0552,86,8.580096
3,2,698,15,13,0.4,6600,0,1,1,1,10,5500,0.0951,35.05,2.792
3,2,457,2,31,0.07,17400,0,1,2,1,30,5500,0.0996,255.865,0.3199
2,3,2098,4,32,0.7168,16000,1,1,3,2,30,9100,0.0525,254,15.038464
2,3,2009,10,5,0.0896,11900,1,1,1,1,10,9100,0.1053,35,1.800064
3,2,3800,6,5,0.64,11500,1,0,1,1,20,5500,0.1053,37.854,24.32
1,2,1924,12,2,3.229166667,8700,1,1,3,2,10,5500,0.03,22,62.12916667
3,2,3571,11,11,0.2,8500,1,1,3,2,50,5500,0.0552,152,7.142
3,2,3003,12,31,0.4,7950,0,1,1,1,30,5500,0.0996,70.1,12.012
4,1,2720,7,14,0.263157895,12000,1,0,2,1,15,8200,0.1249,40,7.157894737
1,2,350,2,31,0.25862069,23100,1,1,1,1,30,5500,0.0996,100,0.905172414
1,2,2315,9,21,0.5159,12000,1,1,3,2,30,5500,0.1104,80,11.943085
3,2,26,1,13,0.07,18400,1,1,1,1,10,5500,0.0951,39.957,0.0182
1,2,2213,6,20,0.344827586,15500,0,1,2,1,15,5500,0.1143,65,7.631034483
1,2,1516,5,17,0.1724,16800,1,1,2,1,10,5500,0.1275,100.243,2.613584
1,2,1800,13,33,0.5159,8300,1,0,1,1,40,5500,0.0554,390,9.2862
4,1,874,2,4,0.263157895,20000,1,0,1,1,10,8200,0.1244,10,2.3
3,2,5937,7,14,0.7,11050,0,1,1,1,15,5500,0.1249,42.06,41.559
3,2,814,13,29,0.001,7500,1,1,2,1,35,5500,0.1151,35,0.00814
1,2,550,4,24,0.0862,17400,1,1,3,2,20,5500,0.1275,99.542,0.4741
