car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,on line price ,demand
1,2,1800,13,21,0.5159,8300,1,0,2,1,20,5500,0.1104,70,9.2862
4,1,1289,9,21,0.131578947,11500,1,0,2,1,20,8200,0.1104,40,1.696052632
2,3,1368,8,27,0.0896,12500,1,0,1,1,20,9100,0.4333,100,1.225728
4,1,2392,5,19,0.328947368,13800,1,0,2,1,15,8200,0.1417,70,7.868421053
4,1,1055,3,26,0.0896,15700,1,0,1,1,30,8200,0.0662,100,0.94528
2,3,1368,8,26,0.0896,12500,1,0,1,1,20,9100,0.0662,140.2,1.225728
1,2,4414,8,22,0.166666667,12500,1,0,1,1,40,5500,0.1233,30,7.356666667
2,3,107371,3,14,0.1108,17000,1,0,1,1,15,9100,0.1249,42.06,118.967068
4,1,2392,5,10,0.526315789,13800,0,1,1,1,10,8200,0.2342,40,12.58947368
3,2,9315,10,31,0.07,9700,1,1,3,1,50,5500,0.0996,580,6.5205
1,2,2031,10,19,0.1719,10700,1,1,3,1,10,5500,0.1417,161,3.491289
3,2,698,15,16,0.2,6600,1,1,3,1,10,5500,0.0912,45,1.396
1,2,1516,5,25,0.1719,16800,1,0,1,1,10,5500,0.0342,100,2.606004
3,2,9315,10,14,0.7,9700,0,1,2,1,15,5500,0.1249,42.06,65.205
1,2,1951,7,17,0.1724,14300,1,0,2,1,10,5500,0.1275,49.07,3.363524
3,2,5937,7,18,0.8,11050,1,1,3,2,40,5500,0.1417,90,47.496
1,2,1924,12,17,0.1719,8700,1,0,1,1,10,5500,0.1275,45,3.307356
3,2,3800,6,13,0.07,11500,1,1,3,1,10,5500,0.0951,39.957,2.66
1,2,2315,9,17,0.1719,12000,1,1,1,1,10,5500,0.1275,110,3.979485
1,2,2213,6,34,0.603448276,15500,1,1,3,2,60,5500,0.1934,3334.05414,13.35431034
1,2,1951,7,24,0.0862,14300,1,1,1,1,10,5500,0.1275,99.542,1.681762
3,2,9315,10,26,0.13,9700,1,1,3,1,20,5500,0.0662,230,12.1095
1,2,4414,8,10,0.2579,12500,1,1,3,2,20,5500,0.2342,60,11.383706
4,1,2720,7,26,0.0896,12000,1,0,2,1,30,8200,0.0662,20,2.43712
3,2,1562,4,31,0.07,14800,1,1,3,2,50,5500,0.0996,580,1.0934
1,2,792,1,22,0.166666667,25200,1,1,3,1,40,5500,0.1233,110,1.32
2,3,7212,6,36,0.0277,15500,1,0,2,1,150,9100,0.1,1752.5,1.997724
3,2,698,15,34,0.2,6600,1,0,1,1,30,5500,0.1934,1413,1.396
4,1,146,1,26,0.0896,20500,1,0,2,1,30,8200,0.0662,100,0.130816
3,2,9315,10,7,0.2,9700,1,0,1,1,5,5500,0.0511,30,18.63
4,1,2632,6,14,0.263157895,13700,1,1,3,2,30,8200,0.1249,43,6.926315789
4,1,1289,9,33,0.789473684,11500,1,1,3,2,50,8200,0.0554,869,10.17631579
3,2,1562,4,26,0.13,14800,1,0,1,1,20,5500,0.0662,105.15,2.0306
4,1,1055,3,7,0.197368421,15700,1,0,2,1,10,8200,0.0511,10,2.082236842
1,2,2315,9,33,0.5159,12000,1,1,3,2,50,5500,0.0554,665,11.943085
2,3,7212,6,13,0.0831,15500,1,1,3,1,10,9100,0.0951,435,5.993172
4,1,2720,7,33,0.789473684,12000,1,1,3,2,50,8200,0.0554,869,21.47368421
2,3,2757,5,25,0.0277,16000,1,1,3,2,20,9100,0.0342,150,0.763689
2,3,5772,7,9,0.0831,14000,1,1,3,1,10,9100,0.06,60,4.796532
1,2,1924,12,5,0.1719,8700,1,1,3,1,10,5500,0.1053,39,3.307356
4,1,5457,8,7,0.197368421,11900,1,0,1,1,10,8200,0.0511,20,10.77039474
1,2,792,1,8,0.166666667,25200,1,1,1,1,10,5500,0.0924,37.153,1.32
1,2,2315,9,21,0.5159,12000,1,0,2,1,20,5500,0.1104,70,11.943085
1,2,2031,10,11,0.4299,10700,1,1,3,1,15,5500,0.0552,90,8.731269
2,3,3221,2,17,0.0831,17500,1,1,2,1,10,9100,0.1275,103.748,2.676651
1,2,2315,9,32,0.001,12000,0,1,2,1,20,5500,0.0525,146.509,0.02315
3,2,3003,12,32,0.4,7950,1,0,2,1,20,5500,0.0525,200,12.012
3,2,1523,3,28,0.06,15300,1,1,3,2,80,5500,0.107,205,0.9138
1,2,1800,13,7,0.166666667,8300,1,0,1,1,10,5500,0.0511,20,3
2,3,2757,5,21,0.0831,16000,0,1,2,1,20,9100,0.1104,35,2.291067
2,3,1368,8,28,0.25862069,12500,1,1,3,1,40,9100,0.107,707,3.537931034
4,1,1841,4,9,0.263157895,15000,1,1,3,2,20,8200,0.06,39,4.844736842
3,2,3800,6,9,0.17,11500,1,1,3,2,20,5500,0.06,65,6.46
1,2,4414,8,11,0.4299,12500,0,1,2,1,15,5500,0.0552,42.06,18.975786
2,3,1368,8,3,0.2688,12500,1,0,1,1,40,9100,0.0563,10,3.677184
3,2,457,2,26,0.13,17400,1,0,1,1,20,5500,0.0662,105.15,0.5941
2,3,2098,4,35,0.0554,16000,1,0,1,1,40,9100,0.0618,487.195,1.162292
3,2,4549,9,27,0.13,9900,1,0,2,1,30,5500,0.4333,100,5.9137
3,2,1523,3,6,0.85,15300,0,1,1,1,10,5500,0.1249,14.02,12.9455
3,2,3995,5,36,0.001,13000,1,1,3,2,240,5500,0.1,6120,0.03995
2,3,5772,7,20,0.344827586,14000,1,0,1,1,15,9100,0.1143,50,19.90344828
4,1,1289,9,26,0.0896,11500,1,0,1,1,30,8200,0.0662,20,1.154944
1,2,1951,7,32,0.001,14300,1,1,1,1,20,5500,0.0525,278.297,0.01951
1,2,2315,9,30,0.172413793,12000,1,1,3,1,15,5500,0.0743,220,3.99137931
4,1,1841,4,18,0.526315789,15000,1,0,1,1,20,8200,0.1417,110,9.689473684
2,3,7212,6,30,0.172413793,15500,1,1,3,1,15,9100,0.0743,220,12.43448276
2,3,1604,9,27,0.0896,12400,1,1,3,1,20,9100,0.4333,1350,1.437184
4,1,2392,5,15,0.065789474,13800,1,1,3,2,50,8200,0.1135,124,1.573684211
3,2,1562,4,32,0.05,14800,1,0,2,1,25,5500,0.0525,200,0.781
2,3,107371,3,29,0.0277,17000,1,0,2,1,50,9100,0.1151,150,29.741767
2,3,7212,6,4,0.1724,15500,1,1,3,1,10,9100,0.1244,56.08,12.433488
1,2,2315,9,24,0.0862,12000,1,1,1,1,10,5500,0.1275,99.542,1.99553
3,2,5937,7,20,0.28,11050,1,0,1,1,25,5500,0.1143,70,16.6236
1,2,1800,13,4,0.1719,8300,0,1,1,1,10,5500,0.1244,24.535,3.0942
2,3,1368,8,8,0.0831,12500,1,1,3,1,10,9100,0.0924,37.153,1.136808
1,2,1924,12,35,0.2579,8700,1,1,2,1,40,5500,0.0618,3180,4.961996
1,2,550,4,16,0.25862069,17400,1,1,3,2,20,5500,0.0912,180.157,1.422413793
1,2,350,2,34,0.333333333,23100,1,1,3,2,60,5500,0.1934,1899.27538,1.166666667
4,1,2720,7,35,0.394736842,12000,1,1,3,1,40,8200,0.0618,1853,10.73684211
1,2,792,1,11,0.166666667,25200,1,1,1,1,15,5500,0.0552,68.698,1.32
2,3,1604,9,36,0.3584,12400,1,1,3,1,150,9100,0.1,10701.466,5.748736
1,2,550,4,22,0.166666667,17400,1,1,3,1,40,5500,0.1233,110,0.916666667
2,3,2757,5,4,0.1724,16000,1,0,2,1,10,9100,0.1244,21.03,4.753068
4,1,5457,8,3,0.263157895,11900,1,0,2,1,40,8200,0.0563,10,14.36052632
4,1,2632,6,32,0.263157895,13700,1,0,1,1,20,8200,0.0525,80,6.926315789
1,2,1516,5,15,0.166666667,16800,1,0,1,1,100,5500,0.1135,97.439,2.526666667
3,2,3571,11,27,0.13,8500,1,1,3,2,50,5500,0.4333,413,4.6423
1,2,1951,7,7,0.166666667,14300,1,0,1,1,10,5500,0.0511,35.05,3.251666667
4,1,1289,9,14,0.263157895,11500,1,1,3,1,15,8200,0.1249,43,3.392105263
2,3,2757,5,30,0.172413793,16000,1,0,2,1,15,9100,0.0743,150,4.753448276
1,2,5071,11,23,0.0859,9300,1,1,3,1,15,5500,0.07,300,4.355989
3,2,5864,8,30,0.01,10450,1,0,1,1,15,5500,0.0743,100,0.5864
1,2,350,2,3,0.086206897,23100,1,0,1,1,40,5500,0.0563,30,0.301724138
2,3,5772,7,10,0.1939,14000,0,1,1,1,10,9100,0.2342,40,11.191908
3,2,3003,12,25,0.1719,7950,1,1,3,1,10,5500,0.0342,250,5.162157
3,2,5864,8,20,0.28,10450,1,1,3,2,50,5500,0.1143,184,16.4192
2,3,1368,8,19,0.0896,12500,1,0,1,1,10,9100,0.1417,50,1.225728
3,2,457,2,33,0.7,17400,1,0,2,1,40,5500,0.0554,600,3.199
1,2,747,3,9,0.25862069,19300,1,1,2,1,10,5500,0.06,53.276,1.931896552
3,2,3800,6,27,0.13,11500,1,0,1,1,30,5500,0.4333,100,4.94
2,3,2098,4,20,0.344827586,16000,1,1,3,2,30,9100,0.1143,182,7.234482759
1,2,350,2,13,0.0859,23100,1,0,1,1,10,5500,0.0951,21.03,0.30065
4,1,2632,6,25,0.0277,13700,1,1,3,2,10,8200,0.0342,350,0.729064
1,2,550,4,7,0.166666667,17400,1,1,3,2,15,5500,0.0511,52.575,0.916666667
3,2,26,1,16,0.07,18400,1,0,1,1,15,5500,0.0912,50,0.0182
1,2,2031,10,29,0.0859,10700,1,1,3,1,50,5500,0.1151,44.163,1.744629
2,3,5772,7,36,0.0277,14000,1,0,2,1,150,9100,0.1,1752.5,1.598844
1,2,4414,8,30,0.172413793,12500,1,0,1,1,15,5500,0.0743,100,7.610344828
3,2,698,15,28,0.8,6600,1,1,3,2,80,5500,0.107,205,5.584
3,2,3995,5,33,0.1,13000,1,1,3,2,60,5500,0.0554,1380,3.995
3,2,9315,10,6,0.47,9700,1,1,1,1,10,5500,0.1249,50.472,43.7805
1,2,2031,10,9,0.3439,10700,1,1,3,2,20,5500,0.06,55,6.984609
2,3,5772,7,35,0.0554,14000,1,1,3,1,40,9100,0.0618,3370.408,3.197688
3,2,814,13,28,0.8,7500,1,0,2,1,40,5500,0.107,100,6.512
2,3,2757,5,4,0.1724,16000,1,1,1,1,10,9100,0.1244,56.08,4.753068
2,3,107371,3,7,0.0831,17000,1,0,2,1,10,9100,0.0511,35,89.225301
3,2,9315,10,31,0.07,9700,0,1,1,1,30,5500,0.0996,70.1,6.5205
2,3,3221,2,28,0.25862069,17500,1,1,3,2,150,9100,0.107,1124,8.330172414
2,3,2009,10,15,0.166666667,11900,1,1,3,2,100,9100,0.1135,35,3.348333333
2,3,3221,2,31,0.0896,17500,1,0,2,1,30,9100,0.0996,178.054,2.886016
1,2,1924,12,4,0.1719,8700,0,1,2,1,10,5500,0.1244,24.535,3.307356
4,1,1055,3,6,0.858333333,15700,1,1,3,1,10,8200,0.1249,41,9.055416667
1,2,2031,10,24,0.0862,10700,1,1,3,1,10,5500,0.1275,99.542,1.750722
3,2,9315,10,6,0.47,9700,1,1,3,1,10,5500,0.1249,50.472,43.7805
3,2,3003,12,25,0.1719,7950,1,0,1,1,10,5500,0.0342,100,5.162157
1,2,2213,6,36,0.172413793,15500,1,1,3,1,120,5500,0.1,9814,3.815517241
1,2,550,4,23,0.172413793,17400,1,1,3,1,15,5500,0.07,230,0.948275862
3,2,5937,7,29,0.001,11050,1,1,3,1,35,5500,0.1151,56,0.05937
3,2,9315,10,35,0.13,9700,1,0,2,1,20,5500,0.0618,600,12.1095
1,2,5071,11,26,0.25862069,9300,1,0,1,1,20,5500,0.0662,115,13.11465517
2,3,1604,9,33,0.3584,12400,1,0,1,1,40,9100,0.0554,150,5.748736
1,2,5071,11,32,0.001,9300,1,1,3,2,30,5500,0.0525,777,0.05071
1,2,4414,8,20,0.7738,12500,1,1,3,2,30,5500,0.1143,267,34.155532
2,3,2757,5,33,0.0831,16000,1,1,3,2,50,9100,0.0554,394,2.291067
3,2,3995,5,13,0.07,13000,1,0,2,1,10,5500,0.0951,21.03,2.7965
3,2,1562,4,5,0.69,14800,1,0,2,1,10,5500,0.1053,37.854,10.7778
2,3,2009,10,26,0.0896,11900,1,1,1,1,20,9100,0.0662,385,1.800064
1,2,2213,6,9,0.25862069,15500,1,1,3,1,10,5500,0.06,53.276,5.723275862
1,2,1800,13,4,0.1719,8300,1,1,1,1,10,5500,0.1244,42.06,3.0942
2,3,2098,4,15,0.166666667,16000,1,1,3,2,100,9100,0.1135,35,3.496666667
1,2,350,2,10,0.166666667,23100,0,1,2,1,10,5500,0.2342,40,0.583333333
3,2,1562,4,26,0.13,14800,1,0,2,1,20,5500,0.0662,105.15,2.0306
3,2,26,1,28,0.06,18400,1,0,2,1,40,5500,0.107,100,0.0156
2,3,1604,9,16,0.0896,12400,1,0,1,1,10,9100,0.0912,60,1.437184
1,2,2031,10,25,0.1719,10700,1,1,3,2,20,5500,0.0342,250,3.491289
3,2,698,15,31,0.4,6600,1,0,2,1,35,5500,0.0996,150,2.792
2,3,2098,4,23,0.0554,16000,1,1,3,1,15,9100,0.07,330,1.162292
2,3,2757,5,13,0.0831,16000,1,0,1,1,10,9100,0.0951,70,2.291067
1,2,2315,9,9,0.3439,12000,1,1,2,1,10,5500,0.06,55,7.961285
1,2,4414,8,28,0.25862069,12500,1,1,3,1,100,5500,0.107,351.902,11.41551724
1,2,747,3,22,0.166666667,19300,1,1,3,1,40,5500,0.1233,110,1.245
1,2,350,2,6,0.927083333,23100,1,1,1,1,10,5500,0.1249,50.472,3.244791667
3,2,814,13,36,0.001,7500,1,1,3,1,120,5500,0.1,6120,0.00814
1,2,1516,5,5,0.1724,16800,1,1,2,1,10,5500,0.1053,37.854,2.613584
3,2,5937,7,32,0.05,11050,1,1,3,1,20,5500,0.0525,1200,2.9685
3,2,5864,8,7,0.2,10450,1,0,2,1,5,5500,0.0511,30,11.728
4,1,1289,9,19,0.328947368,11500,1,1,3,2,30,8200,0.1417,100,4.240131579
4,1,1289,9,18,0.526315789,11500,1,0,1,1,15,8200,0.1417,110,6.784210526
1,2,2315,9,17,0.1719,12000,1,0,2,1,10,5500,0.1275,45,3.979485
2,3,2757,5,13,0.0831,16000,1,1,3,1,10,9100,0.0951,435,2.291067
2,3,107371,3,4,0.1724,17000,0,1,2,1,10,9100,0.1244,24.535,185.107604
4,1,2392,5,29,0.0277,13800,1,1,3,2,70,8200,0.1151,660,0.662584
2,3,3221,2,22,0.554,17500,1,1,3,2,20,9100,0.1233,110,17.84434
3,2,3995,5,25,0.1719,13000,1,1,3,2,20,5500,0.0342,250,6.867405
4,1,5457,8,22,0.131578947,11900,1,0,1,1,10,8200,0.1233,40,7.180263158
3,2,814,13,6,0.8,7500,1,1,1,1,10,5500,0.1249,15,6.512
3,2,1523,3,31,0.07,15300,0,1,2,1,30,5500,0.0996,255.865,1.0661
1,2,5071,11,5,0.1719,9300,1,0,1,1,10,5500,0.1053,37.854,8.717049
2,3,2009,10,3,0.2688,11900,1,1,3,2,60,9100,0.0563,17,5.400192
3,2,273,14,34,0.2,7050,1,0,1,1,30,5500,0.1934,1413,0.546
3,2,814,13,22,0.8,7500,1,1,3,2,10,5500,0.1233,24,6.512
2,3,5772,7,17,0.0831,14000,0,1,2,1,10,9100,0.1275,56.08,4.796532
1,2,4414,8,13,0.0859,12500,1,1,1,1,10,5500,0.0951,39.957,3.791626
3,2,3003,12,11,0.2,7950,1,0,1,1,20,5500,0.0552,50,6.006
1,2,1924,12,13,0.0859,8700,1,1,3,2,20,5500,0.0951,39.957,1.652716
2,3,2009,10,8,0.0831,11900,1,1,1,1,10,9100,0.0924,37.153,1.669479
4,1,2632,6,34,0.263157895,13700,1,0,2,1,30,8200,0.1934,1500,6.926315789
2,3,2757,5,31,0.0896,16000,1,1,1,1,30,9100,0.0996,175.951,2.470272
3,2,3003,12,5,0.8,7950,1,1,3,2,20,5500,0.1053,39,24.024
3,2,26,1,21,0.07,18400,0,1,1,1,20,5500,0.1104,119.17,0.0182
2,3,2098,4,34,0.0277,16000,1,1,3,2,60,9100,0.1934,4823,0.581146
2,3,2098,4,2,1.568530702,16000,1,1,3,2,10,9100,0.03,14,32.90777412
4,1,146,1,21,0.131578947,20500,1,0,2,1,25,8200,0.1104,250,0.192105263
1,2,1924,12,31,0.1719,8700,1,1,3,2,50,5500,0.0996,171.044,3.307356
1,2,2031,10,14,0.0859,10700,1,0,2,1,15,5500,0.1249,42.06,1.744629
1,2,1800,13,4,0.1719,8300,1,1,2,1,50,5500,0.1244,42.06,3.0942
1,2,2315,9,6,0.645833333,12000,0,1,1,1,10,5500,0.1249,14.02,14.95104167
3,2,4549,9,33,0.1,9900,1,1,3,2,60,5500,0.0554,1380,4.549
3,2,5864,8,11,0.02,10450,1,1,3,2,50,5500,0.0552,152,1.1728
1,2,5071,11,25,0.1719,9300,1,0,2,1,10,5500,0.0342,100,8.717049
3,2,4549,9,4,0.1,9900,1,1,2,1,10,5500,0.12,42.06,4.549
2,3,3221,2,6,0.470559211,17500,1,1,2,1,10,9100,0.1249,24,15.15671217
2,3,7212,6,13,0.0831,15500,1,0,2,1,10,9100,0.0951,70,5.993172
3,2,3800,6,29,0.001,11500,1,1,1,1,40,5500,0.1151,56,0.038
1,2,1516,5,13,0.0859,16800,1,1,1,1,10,5500,0.0951,39.957,1.302244
2,3,2757,5,29,0.0277,16000,1,1,3,1,50,9100,0.1151,200,0.763689
2,3,1604,9,32,0.7168,12400,1,0,1,1,20,9100,0.0525,100,11.497472
1,2,1951,7,31,0.25862069,14300,1,0,2,1,30,5500,0.0996,80.615,5.045689655
4,1,146,1,15,0.065789474,20500,1,1,3,2,120,8200,0.1135,146,0.096052632
4,1,2392,5,16,0.328947368,13800,1,0,2,1,20,8200,0.0912,20,7.868421053
2,3,3221,2,12,0.0896,17500,1,1,3,1,15,9100,0.1297,71,2.886016
3,2,3571,11,21,0.1,8500,0,1,1,1,20,5500,0.1104,98.14,3.571
3,2,4549,9,20,0.28,9900,0,1,2,1,20,5500,0.1143,65,12.7372
1,2,4414,8,32,0.001,12500,1,1,3,2,30,5500,0.0525,777,0.04414
2,3,3221,2,16,0.0554,17500,1,1,3,1,10,9100,0.0912,180.157,1.784434
1,2,1516,5,34,0.603448276,16800,1,1,3,1,40,5500,0.1934,3334.05414,9.148275862
3,2,3800,6,32,0.05,11500,1,0,2,1,25,5500,0.0525,200,1.9
3,2,4549,9,32,0.05,9900,1,0,1,1,25,5500,0.0525,200,2.2745
3,2,457,2,20,0.28,17400,1,1,3,2,50,5500,0.1143,184,1.2796
1,2,4414,8,27,0.4299,12500,1,0,1,1,10,5500,0.4333,100,18.975786
2,3,2098,4,4,0.1724,16000,1,1,1,1,10,9100,0.1244,56.08,3.616952
2,3,1604,9,18,0.448,12400,1,0,2,1,10,9100,0.1417,70,7.18592
3,2,3003,12,19,0.11,7950,1,0,2,1,15,5500,0.1417,70,3.3033
3,2,273,14,8,0.4,7050,1,1,3,1,10,5500,0.09,37.153,1.092
2,3,2757,5,27,0.0277,16000,1,0,1,1,20,9100,0.4333,200,0.763689
3,2,4549,9,8,0.11,9900,1,1,2,1,10,5500,0.09,37.153,5.0039
2,3,107371,3,35,0.0554,17000,1,0,2,1,40,9100,0.0618,487.195,59.483534
2,3,3221,2,15,0.166666667,17500,1,1,3,1,50,9100,0.1135,35,5.368333333
4,1,2392,5,5,0.131578947,13800,1,0,2,1,10,8200,0.1053,20,3.147368421
1,2,1951,7,35,0.2579,14300,1,1,3,1,40,5500,0.0618,3370.408,5.031629
4,1,2392,5,32,0.263157895,13800,1,1,3,1,20,8200,0.0525,776,6.294736842
1,2,1951,7,17,0.1724,14300,0,1,2,1,10,5500,0.1275,49.07,3.363524
1,2,747,3,24,0.0862,19300,1,1,1,1,10,5500,0.1275,99.542,0.643914
4,1,146,1,28,0.328947368,20500,1,0,1,1,40,8200,0.107,80,0.480263158
1,2,1516,5,15,0.166666667,16800,1,1,3,2,150,5500,0.1135,97.439,2.526666667
3,2,814,13,3,0.4,7500,1,0,2,1,5,5500,0.0563,25,3.256
2,3,686,1,27,0.0277,19500,1,0,2,1,20,9100,0.4333,200,0.190022
2,3,686,1,15,0.166666667,19500,1,1,3,2,100,9100,0.1135,35,1.143333333
1,2,1800,13,11,0.4299,8300,1,0,2,1,15,5500,0.0552,40,7.7382
2,3,2757,5,35,0.0554,16000,1,1,3,1,40,9100,0.0618,3370.408,1.527378
2,3,7212,6,11,0.0554,15500,1,1,3,2,30,9100,0.0552,86,3.995448
3,2,3571,11,25,0.1719,8500,1,0,2,1,10,5500,0.0342,100,6.138549
1,2,1800,13,30,0.172413793,8300,1,1,3,1,15,5500,0.0743,220,3.103448276
2,3,107371,3,19,0.0554,17000,1,0,2,1,10,9100,0.1417,50,59.483534
1,2,1800,13,14,0.0859,8300,1,0,2,1,15,5500,0.1249,42.06,1.5462
3,2,5864,8,32,0.05,10450,1,0,1,1,25,5500,0.0525,200,2.932
3,2,3800,6,13,0.07,11500,1,0,1,1,10,5500,0.0951,21.03,2.66
3,2,457,2,18,0.7,17400,1,0,1,1,25,5500,0.1417,110,3.199
2,3,5772,7,15,0.166666667,14000,1,0,2,1,50,9100,0.1135,30,9.62
1,2,2031,10,36,0.4299,10700,1,1,3,1,120,5500,0.1,6776,8.731269
2,3,2098,4,5,0.0554,16000,1,1,3,1,10,9100,0.1053,50,1.162292
2,3,686,1,16,0.0554,19500,1,1,3,1,10,9100,0.0912,180.157,0.380044
3,2,3800,6,11,0.02,11500,1,1,3,2,50,5500,0.0552,152,0.76
1,2,550,4,19,0.25862069,17400,1,1,3,1,10,5500,0.1417,151,1.422413793
3,2,3995,5,20,0.28,13000,1,0,2,1,25,5500,0.1143,50,11.186
3,2,3571,11,6,0.8,8500,1,1,1,1,10,5500,0.1249,15,28.568
3,2,26,1,23,0.08,18400,1,0,2,1,15,5500,0.07,130,0.0208
3,2,457,2,10,0.13,17400,0,1,2,1,10,5500,0.2342,50,0.5941
3,2,4549,9,13,0.07,9900,1,0,2,1,10,5500,0.0951,21.03,3.1843
1,2,1924,12,23,0.0859,8700,1,1,3,2,30,5500,0.07,300,1.652716
2,3,2009,10,25,0.0277,11900,1,0,2,1,10,9100,0.0342,100,0.556493
3,2,814,13,4,0.4,7500,1,0,2,1,10,5500,0.12,21.03,3.256
2,3,686,1,11,0.0554,19500,1,1,3,2,30,9100,0.0552,86,0.380044
2,3,686,1,20,0.344827586,19500,1,0,1,1,15,9100,0.1143,50,2.365517241
1,2,2213,6,14,0.344827586,15500,1,0,1,1,15,5500,0.1249,42.06,7.631034483
1,2,1924,12,14,0.0859,8700,1,0,1,1,15,5500,0.1249,42.06,1.652716
2,3,1368,8,16,0.0896,12500,1,0,1,1,10,9100,0.0912,60,1.225728
4,1,5457,8,32,0.263157895,11900,1,0,2,1,20,8200,0.0525,80,14.36052632
3,2,4549,9,30,0.01,9900,1,0,1,1,15,5500,0.0743,100,0.4549
2,3,7212,6,26,0.0896,15500,1,1,3,1,20,9100,0.0662,462,6.461952
4,1,1841,4,17,0.263157895,15000,1,1,3,2,35,8200,0.1275,86,4.844736842
2,3,5772,7,31,0.0896,14000,1,0,1,1,30,9100,0.0996,178.054,5.171712
1,2,1516,5,35,0.2579,16800,1,0,1,1,40,5500,0.0618,466.165,3.909764
3,2,3571,11,8,0.4,8500,1,1,1,1,10,5500,0.09,37.153,14.284
1,2,2213,6,13,0.0859,15500,1,1,2,1,10,5500,0.0951,39.957,1.900967
1,2,1800,13,7,0.166666667,8300,1,1,3,2,15,5500,0.0511,63,3
4,1,2392,5,36,0.026315789,13800,1,0,2,1,150,8200,0.1,1000,0.629473684
3,2,3003,12,4,0.4,7950,0,1,1,1,10,5500,0.12,24.535,12.012
1,2,550,4,17,0.1724,17400,1,1,1,1,10,5500,0.1275,100.243,0.9482
1,2,2315,9,2,3.229166667,12000,1,1,3,1,3,5500,0.03,22,74.75520833
1,2,1516,5,27,0.4299,16800,1,0,1,1,10,5500,0.4333,100,6.517284
3,2,3571,11,6,0.8,8500,1,1,3,1,10,5500,0.1249,15,28.568
3,2,9315,10,22,0.8,9700,1,0,1,1,5,5500,0.1233,60,74.52
4,1,874,2,34,0.263157895,20000,1,1,3,1,35,8200,0.1934,5418,2.3
3,2,1562,4,20,0.28,14800,1,1,3,2,50,5500,0.1143,184,4.3736
1,2,2315,9,31,0.1719,12000,1,1,1,1,30,5500,0.0996,171.044,3.979485
2,3,1368,8,13,0.0896,12500,1,1,3,2,20,9100,0.0951,122,1.225728
4,1,2392,5,18,0.526315789,13800,1,1,3,1,15,8200,0.1417,230,12.58947368
3,2,3995,5,4,0.1,13000,1,1,2,1,10,5500,0.12,42.06,3.995
3,2,3800,6,15,0.01,11500,1,0,1,1,100,5500,0.1135,80,0.38
4,1,146,1,3,0.263157895,20500,1,1,3,1,40,8200,0.0563,20,0.384210526
3,2,5864,8,26,0.13,10450,1,1,3,1,20,5500,0.0662,230,7.6232
3,2,5937,7,21,0.08,11050,1,0,1,1,25,5500,0.1104,150,4.7496
2,3,2098,4,10,0.1939,16000,0,1,1,1,10,9100,0.2342,40,4.068022
3,2,1523,3,8,0.11,15300,1,1,1,1,10,5500,0.09,37.153,1.6753
1,2,5071,11,17,0.1719,9300,1,1,2,1,10,5500,0.1275,110,8.717049
4,1,1055,3,1,0.3047,15700,1,1,3,2,1,8200,0.0229,19,3.214585
1,2,792,1,3,0.086206897,25200,1,1,3,2,60,5500,0.0563,60,0.682758621
3,2,814,13,4,0.4,7500,0,1,1,1,10,5500,0.12,24.535,3.256
1,2,1800,13,23,0.0859,8300,1,1,3,2,30,5500,0.07,300,1.5462
1,2,1924,12,25,0.1719,8700,1,1,3,2,20,5500,0.0342,250,3.307356
1,2,550,4,13,0.0859,17400,1,1,1,1,10,5500,0.0951,39.957,0.47245
1,2,350,2,11,0.166666667,23100,0,1,1,1,15,5500,0.0552,42.06,0.583333333
1,2,1951,7,7,0.166666667,14300,1,1,1,1,10,5500,0.0511,52.575,3.251666667
4,1,5457,8,19,0.328947368,11900,1,0,1,1,15,8200,0.1417,70,17.95065789
3,2,9315,10,31,0.07,9700,1,0,2,1,35,5500,0.0996,170,6.5205
1,2,350,2,15,0.166666667,23100,1,1,3,2,150,5500,0.1135,97.439,0.583333333
1,2,1516,5,4,0.1724,16800,1,1,3,2,20,5500,0.1244,42.06,2.613584
2,3,1604,9,4,0.1724,12400,1,1,3,2,20,9100,0.1244,56.08,2.765296
1,2,792,1,31,0.25862069,25200,0,1,1,1,30,5500,0.0996,255.865,2.048275862
2,3,7212,6,25,0.0277,15500,1,0,1,1,10,9100,0.0342,100,1.997724
3,2,26,1,3,0.3,18400,1,0,2,1,5,5500,0.0563,30,0.078
3,2,1562,4,12,0.7,14800,1,0,1,1,10,5500,0.1297,30,10.934
4,1,1055,3,31,0.0896,15700,1,0,2,1,35,8200,0.0996,100,0.94528
2,3,5772,7,11,0.0554,14000,0,1,2,1,15,9100,0.0552,17,3.197688
2,3,1368,8,31,0.0896,12500,1,1,1,1,30,9100,0.0996,175.951,1.225728
1,2,1800,13,10,0.2579,8300,0,1,2,1,10,5500,0.2342,40,4.6422
2,3,2757,5,26,0.0896,16000,1,1,2,1,20,9100,0.0662,462,2.470272
3,2,814,13,33,0.1,7500,1,0,1,1,40,5500,0.0554,600,0.814
4,1,5457,8,21,0.131578947,11900,1,1,3,1,20,8200,0.1104,99,7.180263158
3,2,1523,3,9,0.7,15300,1,1,3,1,10,5500,0.06,82,10.661
3,2,457,2,16,0.07,17400,1,1,3,2,30,5500,0.0912,110,0.3199
